"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 10 07:57:04 GMT 2023","Mon Apr 10 07:57:09 GMT 2023","4556","tests","test_Signup_Login","TestSignup","","","test_TestCase1_Register_User",""
"passed","Mon Apr 10 07:56:04 GMT 2023","Mon Apr 10 07:56:05 GMT 2023","1226","tests","test_Category_Products","TestContactUs","","","test_TestCase21_Add_review_on_product",""
"passed","Mon Apr 10 07:55:45 GMT 2023","Mon Apr 10 07:55:50 GMT 2023","5190","tests","test_Category_Products","TestContactUs","","","test_TestCase20_Search_Products_and_Verify_Cart_After_Login[chromium]",""
"passed","Mon Apr 10 07:55:52 GMT 2023","Mon Apr 10 07:55:59 GMT 2023","7432","tests","test_Products","TestContactUs","","","test_TestCase12_Add_Products_in_Cart[chromium]",""
"passed","Mon Apr 10 07:57:32 GMT 2023","Mon Apr 10 07:57:39 GMT 2023","6533","tests","test_Subscription","TestContactUs","","","test_TestCase22_Add_to_cart_from_Recommended_items",""
"passed","Mon Apr 10 07:57:02 GMT 2023","Mon Apr 10 07:57:02 GMT 2023","689","tests","test_Products","TestContactUs","","","test_TestCase17_Remove_Products_From_Cart",""
"passed","Mon Apr 10 07:56:01 GMT 2023","Mon Apr 10 07:56:02 GMT 2023","958","tests","test_Products","TestContactUs","","","test_TestCase13_Verify_Product_quantity_in_Cart[chromium]",""
"passed","Mon Apr 10 07:56:56 GMT 2023","Mon Apr 10 07:56:57 GMT 2023","979","tests","test_Products","TestContactUs","","","test_TestCase8_Verify_All_Products_and_product_detail_page",""
"passed","Mon Apr 10 07:57:10 GMT 2023","Mon Apr 10 07:57:14 GMT 2023","3089","tests","test_Signup_Login","TestSignup","","","test_TestCase2_Login_User_with_correct_email_and_password",""
"passed","Mon Apr 10 07:57:15 GMT 2023","Mon Apr 10 07:57:16 GMT 2023","709","tests","test_Signup_Login","TestSignup","","","test_TestCase3_Login_User_with_incorrect_email_and_password",""
"passed","Mon Apr 10 07:57:28 GMT 2023","Mon Apr 10 07:57:31 GMT 2023","2654","tests","test_Subscription","TestContactUs","","","test_TestCase11_Verify_Subscription_in_Cart_page",""
"passed","Mon Apr 10 07:57:18 GMT 2023","Mon Apr 10 07:57:19 GMT 2023","1448","tests","test_Signup_Login","TestSignup","","","test_TestCase4_Logout_User",""
"passed","Mon Apr 10 07:57:45 GMT 2023","Mon Apr 10 07:57:47 GMT 2023","2588","tests","test_Subscription","TestContactUs","","","test_TestCase26_Verify_Scroll_Up_without_Arrow_button_and_Scroll_Down_functionality",""
"passed","Mon Apr 10 07:57:23 GMT 2023","Mon Apr 10 07:57:26 GMT 2023","2696","tests","test_Subscription","TestContactUs","","","test_TestCase10_Verify_Subscription_in_home_page",""
"passed","Mon Apr 10 07:56:11 GMT 2023","Mon Apr 10 07:56:11 GMT 2023","577","tests","test_Contact_Us_Form","TestContactUs","","","test_TestCase7_Verify_Test_Cases_Page",""
"passed","Mon Apr 10 07:55:42 GMT 2023","Mon Apr 10 07:55:43 GMT 2023","1433","tests","test_Category_Products","TestContactUs","","","test_TestCase19_View_and_Cart_Brand_Products[chromium]",""
"passed","Mon Apr 10 07:56:41 GMT 2023","Mon Apr 10 07:56:47 GMT 2023","5808","tests","test_Place_Order","TestContactUs","","","test_TestCase23_Verify_address_details_in_checkout_page",""
"passed","Mon Apr 10 07:55:34 GMT 2023","Mon Apr 10 07:55:40 GMT 2023","6143","tests","test_Category_Products","TestContactUs","","","test_TestCase18_View_Category_Products[chromium]",""
"passed","Mon Apr 10 07:57:40 GMT 2023","Mon Apr 10 07:57:43 GMT 2023","2490","tests","test_Subscription","TestContactUs","","","test_TestCase25_Verify_Scroll_Up_using_Arrow_button_and_Scroll_Down_functionality",""
"passed","Mon Apr 10 07:56:23 GMT 2023","Mon Apr 10 07:56:30 GMT 2023","7287","tests","test_Place_Order","TestContactUs","","","test_TestCase15_Place_Order_Register_before_Checkout",""
"passed","Mon Apr 10 07:56:07 GMT 2023","Mon Apr 10 07:56:09 GMT 2023","2329","tests","test_Contact_Us_Form","TestContactUs","","","test_TestCase6_Contact_Us_Form",""
"passed","Mon Apr 10 07:56:59 GMT 2023","Mon Apr 10 07:57:00 GMT 2023","1190","tests","test_Products","TestContactUs","","","test_TestCase9_Search_Product",""
"passed","Mon Apr 10 07:56:49 GMT 2023","Mon Apr 10 07:56:55 GMT 2023","5909","tests","test_Place_Order","TestContactUs","","","test_TestCase24_Download_Invoice_after_purchase_order",""
"passed","Mon Apr 10 07:57:21 GMT 2023","Mon Apr 10 07:57:22 GMT 2023","700","tests","test_Signup_Login","TestSignup","","","test_Test_Case5_Register_User_with_existing_email",""
"passed","Mon Apr 10 07:56:32 GMT 2023","Mon Apr 10 07:56:39 GMT 2023","7643","tests","test_Place_Order","TestContactUs","","","test_TestCase16_Login_before_Checkout",""
"passed","Mon Apr 10 07:56:13 GMT 2023","Mon Apr 10 07:56:21 GMT 2023","7584","tests","test_Place_Order","TestContactUs","","","test_TestCase14_Place_Order_Register_while_Checkout",""
